name,slug
"Representative Towns, Edolphus",edolphus-towns/T000326
"Representative Traficant, James A., Jr.",james-traficant/T000350
"Representative Trahan, Lori",lori-trahan/T000482
"Representative Traxler, Bob",bob-traxler/T000356
"Representative Treen, David C.",david-treen/T000362
"Senator Trible, Paul S., Jr.",paul-trible/T000367
"Representative Trone, David J.",david-trone/T000483
"Representative Trott, David A.",david-trott/T000475
"Representative Tsongas, Niki",niki-tsongas/T000465
"Senator Tsongas, Paul E.",paul-tsongas/T000393
"Representative Tucker, James G., Jr. (Jim Guy)",jim-tucker/T000400
"Representative Tucker, Walter R., III",walter-tucker/T000405
"Senator Tunney, John V.",john-tunney/T000410
"Representative Turner, Jim",jim-turner/T000424
"Representative Turner, Michael R.",michael-turner/T000463
"Representative Turner, Robert L.",robert-turner/T000471
"Senator Udall, Mark",mark-udall/U000038
"Representative Udall, Morris K.",morris-udall/U000001
"Senator Udall, Tom",tom-udall/U000039
"Representative Ullman, Al",albert-ullman/U000004
"Representative Underwood, Lauren",lauren-underwood/U000040
"Representative Underwood, Robert A.",robert-underwood/U000014
"Representative Unsoeld, Jolene",jolene-unsoeld/U000017
"Representative Upton, Fred",fred-upton/U000031
"Representative Valadao, David G.",david-valadao/V000129
"Representative Valentine, Tim",tim-valentine/V000006
"Representative Van Deerlin, Lionel",lionel-van-deerlin/V000024
"Representative Van Drew, Jefferson",jefferson-van-drew/V000133
"Senator Van Hollen, Chris",chris-van-hollen/V000128
"Representative Vander Jagt, Guy",guy-van-der-jagt/V000027
"Representative Vander Veen, Richard F.",richard-vander-veen/V000029
"Representative Vandergriff, Tommy J.",tommy-vandergriff/V000026
"Representative Vanik, Charles A.",charles-vanik/V000047
"Representative Vargas, Juan",juan-vargas/V000130
"Representative Veasey, Marc A.",marc-veasey/V000131
"Representative Vela, Filemon",filemon-vela/V000132
"Representative Velazquez, Nydia M.",nydia-velazquez/V000081
"Representative Vento, Bruce F.",bruce-vento/V000087
"Representative Veysey, Victor V.",victor-veysey/V000093
"Representative Vigorito, Joseph P.",joseph-vigorito/V000098
"Representative Visclosky, Peter J.",peter-visclosky/V000108
"Senator Vitter, David",david-vitter/V000127
"Senator Voinovich, George V.",george-voinovich/V000126
"Representative Volkmer, Harold L.",harold-volkmer/V000112
"Representative Vucanovich, Barbara F.",barbara-vucanovich/V000124
"Representative Waggonner, Joe D., Jr.",joe-waggonner/W000018
"Representative Wagner, Ann",ann-wagner/W000812
"Representative Walberg, Tim",tim-walberg/W000798
"Representative Walden, Greg",greg-walden/W000791
"Representative Waldholtz, Enid Greene",enid-waldholtz/G000408
"Representative Waldie, Jerome R.",jerome-waldie/W000035
"Representative Waldon, Alton R., Jr.",alton-waldon/W000038
"Representative Walgren, Doug",doug-walgren/W000044
"Representative Walker, Mark",mark-walker/W000819
"Representative Walker, Robert S.",robert-walker/W000068
"Senator Wallop, Malcolm",malcolm-wallop/W000092
"Representative Walorski, Jackie",jackie-walorski/W000813
"Representative Walsh, James T.",james-walsh/W000099
"Representative Walsh, Joe",joe-walsh/W000811
"Senator Walsh, John E.",john-walsh/W000818
"Representative Walsh, William F.",william-walsh/W000107
"Representative Walters, Mimi",mimi-walters/W000820
"Representative Waltz, Michael",michael-waltz/W000823
"Representative Walz, Timothy J.",timothy-walz/W000799
"Representative Wamp, Zach",zach-wamp/W000119
"Representative Wampler, William C.",william-wampler/W000121
"Representative Ward, Mike",mike-ward/W000139
"Representative Ware, John H.",john-ware/W000147
"Senator Warner, John",john-warner/W000154
"Senator Warner, Mark R.",mark-warner/W000805
"Senator Warren, Elizabeth",elizabeth-warren/W000817
"Representative Washington, Craig A.",craig-washington/W000177
"Representative Washington, Harold",harold-washington/W000180
"Representative Wasserman Schultz, Debbie",debbie-wasserman-schultz/W000797
"Representative Waters, Maxine",maxine-waters/W000187
"Representative Watkins, Steve",steve-watkins/W000824
"Representative Watkins, Wes",wes-watkins/W000194
"Representative Watson Coleman, Bonnie",bonnie-watson-coleman/W000822
"Representative Watson, Diane E.",diane-watson/W000794
"Representative Watt, Melvin L.",melvin-watt/W000207
"Representative Watts, J. C., Jr.",j-watts/W000210
"Representative Waxman, Henry A.",henry-waxman/W000215
"Representative Weaver, James H.",james-weaver/W000227
"Senator Webb, Jim",james-webb/W000803
"Representative Weber, Ed",ed-weber/W000235
"Representative Weber, Randy K., Sr.",randy-weber/W000814
"Representative Weber, Vin",vin-weber/W000237
"Representative Webster, Daniel",daniel-webster/W000806
"Senator Weicker, Lowell P., Jr.",lowell-weicker/W000253
"Representative Weiner, Anthony D.",anthony-weiner/W000792
"Representative Weiss, Ted",theodore-weiss/W000258
"Representative Welch, Peter",peter-welch/W000800
"Representative Weldon, Curt",curt-weldon/W000268
"Representative Weldon, Dave",dave-weldon/W000267
"Representative Weller, Jerry",gerald-weller/W000273
"Senator Wellstone, Paul D.",paul-wellstone/W000288
"Representative Wenstrup, Brad R.",brad-wenstrup/W000815
"Representative West, Allen B.",allen-west/W000807
"Representative Westerman, Bruce",bruce-westerman/W000821
"Representative Westmoreland, Lynn A.",lynn-westmoreland/W000796
"Representative Wexler, Robert",robert-wexler/W000314
"Representative Wexton, Jennifer",jennifer-wexton/W000825
"Representative Weygand, Robert A.",robert-weygand/W000315
"Representative Whalen, Charles W., Jr.",charles-whalen/W000317
"Representative Wheat, Alan",alan-wheat/W000326
"Representative White, Richard C.",richard-white/W000390
"Representative White, Rick",rick-white/W000391
"Senator Whitehouse, Sheldon",sheldon-whitehouse/W000802
"Representative Whitehurst, G. William",g-whitehurst/W000406
"Representative Whitfield, Ed",edward-whitfield/W000413
"Representative Whitley, Charles O., Sr.",charles-whitley/W000419
"Representative Whittaker, Bob",robert-whittaker/W000426
"Representative Whitten, Jamie L.",jamie-whitten/W000428
"Senator Wicker, Roger F.",roger-wicker/W000437
"Representative Widnall, William B.",william-widnall/W000445
"Representative Wiggins, Charles E.",charles-wiggins/W000448
"Representative Wild, Susan",susan-wild/W000826
"Senator Williams, Harrison A., Jr.",harrison-williams/W000502
"Representative Williams, Lawrence G.",lawrence-williams/W000525
"Representative Williams, Lyle",lyle-williams/W000528
"Representative Williams, Pat",pat-williams/W000520
"Representative Williams, Roger",roger-williams/W000816
"Representative Wilson, Charles",charles-wilson/W000570
"Representative Wilson, Charles A.",charles-wilson/W000801
"Representative Wilson, Charles H.",charles-wilson/W000571
"Representative Wilson, Frederica S.",frederica-wilson/W000808
"Representative Wilson, Heather",heather-wilson/W000789
"Representative Wilson, Joe",joe-wilson/W000795
"Senator Wilson, Pete",pete-wilson/W000607
"Representative Wilson, Robert C.",robert-wilson/W000610
"Representative Winn, Larry, Jr.",larry-winn/W000636
"Senator Wirth, Timothy",timothy-wirth/W000647
"Representative Wise, Robert E., Jr.",bob-wise/W000654
"Representative Wittman, Robert J.",robert-wittman/W000804
"Senator Wofford, Harris",harris-wofford/W000665
"Representative Wolf, Frank R.",frank-wolf/W000672
"Representative Wolff, Lester L.",lester-wolff/W000680
"Representative Wolpe, Howard E.",howard-wolpe/W000682
"Representative Womack, Steve",steve-womack/W000809
"Representative Won Pat, Antonio B.",antonio-won-pat/W000686
"Representative Woodall, Rob",rob-woodall/W000810
"Representative Woolsey, Lynn C.",lynn-woolsey/W000738
"Representative Wortley, George C.",george-wortley/W000752
"Representative Wright, James C., Jr.",james-wright/W000763
"Representative Wright, Ron",ron-wright/W000827
"Representative Wu, David",david-wu/W000793
"Representative Wyatt, Joe, Jr.",joseph-wyatt/W000777
"Representative Wyatt, Wendell",wendell-wyatt/W000778
"Senator Wyden, Ron",ron-wyden/W000779
"Representative Wydler, John W.",john-wydler/W000780
"Representative Wylie, Chalmers P.",chalmers-wylie/W000781
"Senator Wyman, Louis C.",louis-wyman/W000782
"Representative Wynn, Albert Russell",albert-wynn/W000784
"Representative Yarmuth, John A.",john-yarmuth/Y000062
"Representative Yates, Sidney R.",sidney-yates/Y000013
"Representative Yatron, Gus",gus-yatron/Y000014
"Representative Yoder, Kevin",kevin-yoder/Y000063
"Representative Yoho, Ted S.",ted-yoho/Y000065
"Representative Young, Andrew",andrew-young/Y000028
"Representative Young, C. W. Bill",c-w-young/Y000031
"Representative Young, David",david-young/Y000066
"Representative Young, Don",don-young/Y000033
"Representative Young, Edward",edward-young/Y000035
"Representative Young, John",john-young/Y000043
"Senator Young, Milton R.",milton-young/Y000047
"Representative Young, Robert A.",robert-young/Y000051
"Representative Young, Samuel H.",samuel-young/Y000052
"Senator Young, Todd",todd-young/Y000064
"Representative Zablocki, Clement J.",clement-zablocki/Z000001
"Representative Zeferetti, Leo C.",leo-zeferetti/Z000002
"Representative Zeldin, Lee M.",lee-zeldin/Z000017
"Representative Zeliff, William H., Jr.",bill-zeliff/Z000004
"Representative Zimmer, Dick",dick-zimmer/Z000008
"Representative Zinke, Ryan K.",ryan-zinke/Z000018
"Representative Zion, Roger H.",roger-zion/Z000010
"Senator Zorinsky, Edward",edward-zorinsky/Z000013
"Representative Zschau, Edwin V. W.",edwin-zschau/Z000014
"Representative Zwach, John M.",john-zwach/Z000016
